system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,.geo
00000000000000007ebf_0,2736,2361,439,733,1475,1737,1937,1949,2049,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ec3_0,2727,1810,612,792,760,1207,2051,2382,2475,2601,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ec5_0,3958,3154,604,1198,1926,2481,3296,3434,3644,3658,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ecc_0,5804,5506,637,1351,3284,3740,3973,4165,4161,4135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ed4_0,4152,3440,413,896,2038,2351,2618,2745,2824,2716,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ed9_0,2215,1615,410,544,593,864,1247,1431,1418,1688,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007edf_0,2779,2168,523,888,1113,1519,1955,2200,2379,2410,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ee1_0,4334,3866,344,898,2343,2755,2958,3048,3270,3070,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ee7_0,3043,1953,475,891,953,1618,2933,3279,3294,3551,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007eee_0,3703,3333,1319,1896,2479,2805,3054,3213,3375,3312,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ef6_0,2872,2287,282,691,1479,1736,1897,2008,2075,2069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007efc_0,1285,1349,606,763,1258,1412,1476,1534,1538,1507,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f03_0,4204,3696,397,759,2170,2444,2678,2654,2786,2683,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f07_0,1550,744,274,479,301,647,2425,3096,3172,3158,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f09_0,1090,956,340,390,410,545,708,802,715,858,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f0b_0,3971,3637,355,616,1479,1760,1960,2015,2037,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f10_0,2538,2089,579,800,1070,1373,1738,2008,2152,2185,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f18_0,3460,3389,435,770,1886,2185,2330,2396,2441,2410,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f1c_0,1495,768,334,517,375,795,1724,1941,2077,2172,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f25_0,5588,4932,941,1794,3295,3750,3997,4042,4099,4016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f29_0,2379,1393,265,590,405,1049,2550,2977,3054,3090,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f2d_0,2604,1961,348,576,1249,1421,1505,1505,1416,1320,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f31_0,2252,2279,915,1178,1630,1810,1802,1893,1838,1831,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f32_0,1654,836,249,415,399,757,1845,2208,2455,2397,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f3a_0,3152,3026,211,581,1667,1898,2066,2112,2323,2257,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f3e_0,1359,623,92,351,172,661,2034,2428,2353,2601,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f40_0,1236,704,199,374,292,612,1485,1642,1601,1681,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f47_0,3060,2131,732,1155,1409,2038,2627,3134,2999,3323,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f4f_0,1813,1581,298,502,1134,1300,1357,1345,1337,1251,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f53_0,2480,1344,377,730,622,1265,2564,2964,2961,3269,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f55_0,4881,4438,683,1271,2562,3107,3604,3750,3657,3851,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f60_0,1640,950,236,407,484,851,1582,1784,1855,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f62_0,1735,985,335,634,590,1084,2190,2502,2534,2862,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f64_0,4678,3955,266,707,1963,2328,2473,2663,2729,2630,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f71_0,2613,2328,462,760,1560,1872,2085,2141,2316,2320,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f77_0,3025,2044,588,979,1237,1823,2449,2724,2720,2963,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f8c_0,2179,1845,356,608,995,1205,1347,1434,1497,1583,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f97_0,1131,489,100,283,155,514,1932,2497,2689,2737,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007f9b_0,4168,2717,1169,1636,2137,2465,2591,2812,2975,3197,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fa0_0,2705,1743,352,718,736,1403,2823,3128,3301,3263,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fa8_0,4032,3528,669,1122,2462,2766,2999,3096,3267,3133,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fae_0,4276,3537,912,1572,2275,2781,3229,3418,3573,3623,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fb5_0,5811,4789,1028,2138,3777,4531,4947,5222,5452,5432,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fb9_0,1326,577,147,272,170,511,1913,2512,2537,2713,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fbd_0,3490,2295,352,784,1482,1756,2033,2223,2580,2590,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fc2_0,1782,990,333,447,462,888,1799,2160,2267,2411,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fca_0,2547,2206,651,994,1668,1901,2033,2079,2158,2135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fce_0,2941,1864,482,773,771,1271,2206,2518,2620,2846,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fd0_0,2392,1469,257,621,548,1050,2345,2661,2648,2823,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fd7_0,4382,3694,613,1164,2084,2592,2879,3029,3199,3136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fdf_0,3293,2847,322,838,1743,2217,2647,2723,2848,2746,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fe3_0,2017,1793,686,1052,1516,1676,1814,1872,1965,1894,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fe5_0,2314,1877,984,1474,1623,1750,1954,2021,2007,2037,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007fec_0,5568,5366,1190,1863,3296,3729,3793,3877,3992,3952,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ff0_0,1571,653,236,416,230,722,2537,3437,3500,3733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007ff4_0,4652,3997,472,877,1910,2447,2703,2860,2837,2830,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008001_0,3159,2603,513,916,1785,2163,2445,2541,2689,2593,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008005_0,3868,3072,889,1167,1654,1937,2089,2223,2444,2563,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008007_0,3023,2313,387,778,1098,1645,2638,2866,2814,2970,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008012_0,1247,608,199,349,229,550,1712,2041,2249,2197,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000801a_0,1940,1708,1032,1422,1859,1963,2011,2006,2062,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000801b_0,1095,391,181,336,159,699,2330,2919,3073,3215,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008023_0,3701,3360,253,664,1858,2323,2471,2457,2544,2501,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008027_0,2061,1030,213,594,358,1109,2727,3189,3368,3582,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008038_0,3187,2775,467,808,1706,2055,2329,2366,2487,2389,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000803c_0,1991,887,329,567,273,928,3426,4409,4231,4634,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000803e_0,3887,3222,472,919,1821,2385,2855,3067,3088,3184,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008045_0,5347,5073,2078,2909,4004,4259,4285,4348,4482,4432,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008049_0,2627,1918,523,826,1184,1529,1929,2018,2137,2275,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000804b_0,2115,1274,360,615,602,1030,1901,2274,2348,2562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000804d_0,5372,4484,495,1315,3129,3578,3802,3806,3844,3719,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008052_0,3897,3490,567,954,1539,1821,1947,2058,2062,2238,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000805a_0,2844,2472,258,608,1524,1791,2027,2083,2212,2206,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008060_0,2972,1966,367,711,711,1252,2501,2938,2839,3020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008067_0,3418,2853,977,1494,1991,2432,3014,3156,3311,3267,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000806f_0,3166,2584,287,819,1755,2219,2662,2744,2867,2839,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008073_0,2315,2300,1372,1608,1929,2024,2056,2115,2092,2053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000807c_0,3888,3035,367,781,1788,1987,2166,2215,2261,2103,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008080_0,1822,936,294,614,389,952,2802,3402,3561,3579,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008084_0,2979,2505,179,442,1014,1300,1529,1648,1759,1817,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008091_0,4384,3824,503,1135,2501,2918,3203,3201,3341,3206,"{""type"":""MultiPoint"",""coordinates"":[]}"
