B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
0.041680940924974,0.0833712486715908,0.0445887612752914,0.11726426898426,0.266783507539123,0.305671738882182,0.325376431422129,0.348696194938821,0.247831777505142,0.134331837768863
0.0240779118786175,0.0340781420958168,0.0334156028501402,0.0571055836918633,0.155880195979695,0.253601370666677,0.298780495624617,0.320455688672985,0.126934928587175,0.0726379138229529
0.0319852655343667,0.0548590401107744,0.0374233677336857,0.0767218502176791,0.250165864834619,0.343190130580173,0.391753840593344,0.383527769116517,0.212051029844675,0.107768568328673
0.0302326199708612,0.0620083449332274,0.0287749892234256,0.0852679636638074,0.272829057636581,0.361461794984499,0.389214671889977,0.400454323081923,0.215012071120214,0.0997652861810575
0.0542890759016374,0.0930818769933309,0.0548797980652338,0.118245270332678,0.180735118651568,0.195037888254616,0.213046221404634,0.218320722768564,0.246251069901263,0.153939733826685
0.0536124811084816,0.0954077553314781,0.0599589400521315,0.121037247254885,0.191522693087781,0.20673335109373,0.203093217342876,0.235615803000098,0.247724861706263,0.160200157595705
0.0479507285589143,0.0674544595173465,0.0540317147826646,0.0895521619837935,0.120509418838971,0.11507200480306,0.130305229503214,0.138257276436988,0.191205465119025,0.143088670882397
0.021147590554962,0.035689964948108,0.0246000011428652,0.0539969534540133,0.200265701940553,0.284137285946949,0.335465411274354,0.348805695860412,0.134860404254625,0.0648578838376548
0.0396484347049187,0.0673615467450347,0.0455808511612067,0.105022058085263,0.283618395436562,0.382008330943777,0.40873589150029,0.405690453662061,0.266973210040139,0.132524469905517
0.0216936164055032,0.0416986037084474,0.0196575622657045,0.0632092222044853,0.251272328278011,0.337857387104758,0.38053529073101,0.378038848484665,0.174858508643394,0.0744110268917572
0.036727282071794,0.04471270767642,0.0429296904098562,0.0577693140478134,0.0749148899941774,0.0787833500542363,0.0956854826062396,0.0973264674613869,0.172471905800803,0.129782550196135
0.0142235732027071,0.0216794275326491,0.0168030585755366,0.0335655125434512,0.130283698538359,0.207374732057075,0.241476255534837,0.276205505914881,0.0843943791628596,0.0394012788099021
0.0237485528392789,0.0402441295285482,0.0280165884942766,0.0614401178126902,0.204345059587764,0.296384521414341,0.32790830623133,0.353152460422422,0.157226187240476,0.0736764777013537
0.0562697572274479,0.0992340944339898,0.0588724340532954,0.139193019747035,0.227423696514883,0.258785368448088,0.263387540092473,0.26608533590562,0.266607642274268,0.16544605406092
0.0568965133253593,0.0948935223885264,0.0559755825285016,0.121521124618473,0.208880199331203,0.228694644441787,0.232342953782408,0.244585312748255,0.243170374560373,0.146643849652296
0.0548644124565063,0.0945619801380615,0.0515377746235061,0.124596062111391,0.207485254103105,0.223844411886956,0.238189359748734,0.230818802337656,0.237011509150678,0.145493773388385
