B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
0.016583546798029557,0.04160108374384236,0.02313458128078818,0.08461665024630542,0.26585044334975366,0.320603842364532,0.3592792118226602,0.35664433497536946,0.13853891625615763,0.05941733990147783
0.00016913214990138065,0.006472090729783037,0.00692603550295858,0.02693530571992111,0.08648846153846154,0.10495285996055229,0.09609102564102563,0.12642978303747537,0.05526962524654832,0.02442347140039448
0.013180591133004921,0.03275921182266009,0.024877536945812805,0.056040591133004934,0.1517406896551724,0.18211014778325121,0.23386108374384235,0.20962650246305417,0.09731862068965516,0.048594384236453195
0.01964246305418719,0.038559408866995076,0.036317339901477834,0.07079980295566503,0.1802735960591133,0.21075783251231528,0.24183546798029562,0.24972029556650246,0.12961891625615765,0.07473635467980294
0.0038393491124260356,0.01548570019723866,0.013467652859960553,0.0536603550295858,0.13630719921104534,0.16699181459566076,0.13116883629191325,0.19046607495069034,0.10184408284023669,0.04895867850098619
0.05976502463054186,0.07142482758620688,0.056725320197044335,0.1158304433497537,0.25093950738916254,0.2904461083743842,0.2935592118226601,0.32314413793103447,0.19853645320197044,0.10063871921182264
0.024506600985221675,0.04997231527093595,0.04872433497536947,0.11562857142857143,0.2628868965517242,0.3039071921182266,0.3250169458128079,0.3432208866995074,0.2169220689655172,0.10536315270935961
0.0038393491124260356,0.01548570019723866,0.013467652859960553,0.0536603550295858,0.13630719921104534,0.16699181459566076,0.13116883629191325,0.19046607495069034,0.10184408284023669,0.04895867850098619
0.05976502463054186,0.07142482758620688,0.056725320197044335,0.1158304433497537,0.25093950738916254,0.2904461083743842,0.2935592118226601,0.32314413793103447,0.19853645320197044,0.10063871921182264
0.024506600985221675,0.04997231527093595,0.04872433497536947,0.11562857142857143,0.2628868965517242,0.3039071921182266,0.3250169458128079,0.3432208866995074,0.2169220689655172,0.10536315270935961
0.0038393491124260356,0.01548570019723866,0.013467652859960553,0.0536603550295858,0.13630719921104534,0.16699181459566076,0.13116883629191325,0.19046607495069034,0.10184408284023669,0.04895867850098619
0.05976502463054186,0.07142482758620688,0.056725320197044335,0.1158304433497537,0.25093950738916254,0.2904461083743842,0.2935592118226601,0.32314413793103447,0.19853645320197044,0.10063871921182264
0.024506600985221675,0.04997231527093595,0.04872433497536947,0.11562857142857143,0.2628868965517242,0.3039071921182266,0.3250169458128079,0.3432208866995074,0.2169220689655172,0.10536315270935961
0.014686686390532546,0.0329785009861933,0.01862406311637082,0.07464457593688363,0.2137089743589744,0.24638392504930967,0.2229181459566075,0.2700929980276135,0.1184007889546351,0.05380631163708088
0.022895172413793106,0.053585123152709364,0.026746896551724138,0.0969550738916256,0.2916894581280788,0.34151822660098524,0.37855842364532016,0.3685115270935962,0.14700285714285716,0.06729172413793104
0.025038916256157638,0.05709182266009851,0.029578226600985226,0.10653330049261082,0.3067846305418719,0.3487368472906404,0.3842660098522168,0.38248935960591135,0.15493743842364532,0.06899832512315271
0.014686686390532546,0.0329785009861933,0.01862406311637082,0.07464457593688363,0.2137089743589744,0.24638392504930967,0.2229181459566075,0.2700929980276135,0.1184007889546351,0.05380631163708088
0.022895172413793106,0.053585123152709364,0.026746896551724138,0.0969550738916256,0.2916894581280788,0.34151822660098524,0.37855842364532016,0.3685115270935962,0.14700285714285716,0.06729172413793104
0.025038916256157638,0.05709182266009851,0.029578226600985226,0.10653330049261082,0.3067846305418719,0.3487368472906404,0.3842660098522168,0.38248935960591135,0.15493743842364532,0.06899832512315271
0.011728106508875742,0.03317751479289941,0.011975641025641026,0.080789842209073,0.28834053254437875,0.3517515779092703,0.28752001972386587,0.36588254437869816,0.12802504930966468,0.05353205128205128
0.020513497536945813,0.05802423645320197,0.022343546798029554,0.10952315270935963,0.38679241379310336,0.45231379310344827,0.46904423645320203,0.47657152709359607,0.16557290640394087,0.0698335960591133
0.019923940886699514,0.059174482758620695,0.02236394088669951,0.11484512315270931,0.4161623645320197,0.5061274876847291,0.5074693596059112,0.5190504433497537,0.17211783251231527,0.07120147783251228
0.010790729783037476,0.02667840236686391,0.010024063116370807,0.06423925049309664,0.254557100591716,0.3069295857988166,0.2564741617357002,0.3293929980276134,0.10613994082840236,0.043541518737672584
0.017781379310344826,0.04758226600985222,0.019113694581280788,0.09090512315270936,0.33827142857142856,0.40875950738916256,0.4393075862068966,0.4385407881773399,0.13730256157635468,0.05663852216748769
0.018026305418719208,0.04755990147783251,0.019024532019704436,0.09231408866995074,0.3668445320197044,0.4504594088669951,0.46416748768472915,0.47387527093596055,0.14414137931034485,0.05816571428571429
0.009471499013806704,0.02698639053254438,0.011437968441814595,0.07292623274161736,0.2697289940828403,0.31786528599605524,0.24853017751479292,0.3498400394477318,0.12471351084812625,0.05158777120315583
0.01906463054187192,0.0531087684729064,0.021964827586206898,0.10385093596059111,0.3722105418719212,0.442692315270936,0.4521439408866994,0.47729911330049263,0.1666266009852217,0.06908088669950739
0.018814581280788174,0.05349862068965517,0.021202955665024628,0.1068167487684729,0.39981024630541867,0.4778706403940887,0.4773273891625615,0.5118354679802956,0.16984226600985222,0.06831270935960591
0.009341321499013809,0.02257258382642998,0.008435798816568049,0.057879092702169635,0.2389356015779093,0.29307376725838263,0.2387207100591716,0.3157123274161736,0.10404654832347139,0.0428492110453649
0.018955862068965514,0.045184630541871926,0.01814374384236453,0.08076660098522168,0.3130868965517241,0.38010857142857146,0.4116618719211823,0.4138679802955666,0.13745536945812808,0.05673714285714286
0.018497832512315272,0.043001871921182266,0.018588571428571427,0.08512266009852217,0.34393034482758617,0.4155048275862068,0.4358766502463054,0.44861921182265996,0.14221862068965516,0.057693694581280784
0.17143076923076925,0.15550927021696256,0.11742879684418149,0.1404294871794872,0.2310005917159763,0.2606666666666666,0.2463979289940829,0.2675976331360947,0.09416163708086785,0.041440828402366875
0.16575881773399015,0.15360256157635468,0.11477359605911329,0.14887320197044332,0.2691726108374384,0.30831576354679807,0.3434369458128078,0.3372354679802956,0.14253241379310344,0.06404709359605912
0.1876108374384236,0.1705818719211823,0.13058581280788178,0.1640685714285714,0.3041797044334975,0.3502627586206897,0.3766450246305419,0.3792253201970444,0.14644472906403938,0.06312216748768472
0.17143076923076925,0.15550927021696256,0.11742879684418149,0.1404294871794872,0.2310005917159763,0.2606666666666666,0.2463979289940829,0.2675976331360947,0.09416163708086785,0.041440828402366875
0.16575881773399015,0.15360256157635468,0.11477359605911329,0.14887320197044332,0.2691726108374384,0.30831576354679807,0.3434369458128078,0.3372354679802956,0.14253241379310344,0.06404709359605912
0.1876108374384236,0.1705818719211823,0.13058581280788178,0.1640685714285714,0.3041797044334975,0.3502627586206897,0.3766450246305419,0.3792253201970444,0.14644472906403938,0.06312216748768472
0.003598717948717949,0.012066863905325444,0.006306903353057199,0.03528895463510849,0.12389654832347141,0.15025660749506906,0.13460069033530572,0.17095236686390536,0.06593017751479288,0.027711637080867855
0.013735960591133006,0.03600876847290641,0.02051014778325123,0.06552285714285715,0.20728945812807878,0.25043211822660094,0.31497399014778327,0.28341536945812806,0.0992288669950739,0.04397665024630542
0.011317931034482758,0.0318008866995074,0.017665714285714285,0.07094443349753693,0.23238453201970438,0.28141349753694583,0.31229379310344824,0.3220681773399015,0.10975556650246303,0.04484630541871921
0.008845364891518737,0.011700295857988166,0.006601282051282052,0.03488658777120316,0.11925295857988165,0.1463363905325444,0.1197198224852071,0.165617258382643,0.06433195266272189,0.027411538461538463
0.019474088669950738,0.038060295566502464,0.022949064039408867,0.07083950738916256,0.2164372413793103,0.26506699507389164,0.3220018719211823,0.29625064039408866,0.11501704433497537,0.05088039408866995
0.018466798029556652,0.036254975369458126,0.022238128078817733,0.07561970443349753,0.24242729064039414,0.298216748768473,0.341323645320197,0.3474312315270936,0.12683310344827586,0.05275743842364532
0.004457100591715978,0.012454733727810655,0.008501183431952664,0.03434408284023669,0.109241124260355,0.13301163708086783,0.11932919132149902,0.14842662721893493,0.0682044378698225,0.0311577909270217
0.012950541871921184,0.0328367487684729,0.02318669950738916,0.05441822660098521,0.1535765517241379,0.17576334975369456,0.2579173399014778,0.20293320197044337,0.08662137931034483,0.03974463054187192
0.01314167487684729,0.03247014778325123,0.02852157635467981,0.07090798029556651,0.20070019704433495,0.23828236453201967,0.2846986206896551,0.2855885714285714,0.1256192118226601,0.05380995073891626
0.014613609467455622,0.024173964497041418,0.01894142011834319,0.05402475345167653,0.14491114398422095,0.1737292899408284,0.15553372781065092,0.1960226824457594,0.11616528599605525,0.05842712031558185
0.023756847290640398,0.04327093596059113,0.031613201970443344,0.08086807881773399,0.21062197044334977,0.24777556650246307,0.2814628571428571,0.27613802955665023,0.152092118226601,0.07459950738916257
0.02610167487684729,0.04307428571428571,0.0371920197044335,0.0858470935960591,0.20941192118226604,0.2502416748768473,0.28078876847290646,0.28421970443349753,0.16994798029556651,0.08316945812807883
0.014613609467455622,0.024173964497041418,0.01894142011834319,0.05402475345167653,0.14491114398422095,0.1737292899408284,0.15553372781065092,0.1960226824457594,0.11616528599605525,0.05842712031558185
0.023756847290640398,0.04327093596059113,0.031613201970443344,0.08086807881773399,0.21062197044334977,0.24777556650246307,0.2814628571428571,0.27613802955665023,0.152092118226601,0.07459950738916257
0.02610167487684729,0.04307428571428571,0.0371920197044335,0.0858470935960591,0.20941192118226604,0.2502416748768473,0.28078876847290646,0.28421970443349753,0.16994798029556651,0.08316945812807883
0.014224654832347142,0.02377820512820513,0.016662130177514795,0.06392199211045366,0.1764492110453649,0.21185838264299806,0.17958629191321498,0.23503214990138066,0.131438067061144,0.06505493096646943
0.022818719211822658,0.04915704433497537,0.028507290640394093,0.09237201970443348,0.25766669950738924,0.30690098522167486,0.33664098522167485,0.33866522167487684,0.1739551724137931,0.08551497536945812
0.02610206896551724,0.04843251231527094,0.03751014778325123,0.10059655172413794,0.2506815763546798,0.29631842364532024,0.32644098522167486,0.3290728078817734,0.19081704433497537,0.09350197044334976
0.012246646942800789,0.03652426035502959,0.013805719921104537,0.08225857988165682,0.2624058185404339,0.29758264299802767,0.24835917159763315,0.3188965483234714,0.12139201183431951,0.049797928994082835
0.02184147783251231,0.06409527093596058,0.024103743842364536,0.11675536945812803,0.37081881773399017,0.42435842364532017,0.4558333990147783,0.44579822660098517,0.16285645320197042,0.06861822660098521
0.022605418719211824,0.06533083743842363,0.02401881773399015,0.12361172413793106,0.3928953694581281,0.44643931034482764,0.4649699507389161,0.47209004926108367,0.1648625615763547,0.06659083743842363
0.010486291913214993,0.02913234714003945,0.0103965483234714,0.06930138067061145,0.236985009861933,0.28118422090729783,0.23823984220907302,0.30356962524654835,0.1057948717948718,0.042574457593688365
0.01789625615763547,0.052465418719211815,0.019028866995073893,0.09269655172413795,0.32912492610837435,0.3898061083743842,0.42258561576354686,0.415040591133005,0.13783064039408865,0.05514118226600984
0.0183248275862069,0.05347369458128079,0.0205784236453202,0.10084689655172414,0.3547024630541872,0.41663596059113306,0.4317387192118226,0.44060817733990154,0.1419382266009852,0.05674
0.014528106508875743,0.03426686390532545,0.013645266272189352,0.07798126232741619,0.2820866863905325,0.33415631163708087,0.28125700197238657,0.34873629191321504,0.12214733727810649,0.051032248520710054
0.023899802955665028,0.05686354679802955,0.023644532019704435,0.10506748768472902,0.3610224630541872,0.42788049261083744,0.45813133004926104,0.4560910344827586,0.16097665024630536,0.06866285714285714
0.02366197044334975,0.05653162561576354,0.026306699507389158,0.10846886699507388,0.3603933990147783,0.4272521182266009,0.45525793103448287,0.4621404926108374,0.16195231527093593,0.06924620689655171
0.008875542406311637,0.0239792899408284,0.011294280078895463,0.06273708086785008,0.2221733727810651,0.27006932938856015,0.21555562130177514,0.2890765285996056,0.10938747534516766,0.045151972386587774
0.01836049261083744,0.047876354679802946,0.021392512315270933,0.09598463054187192,0.31610433497536944,0.37255802955665024,0.4129760591133005,0.41538916256157626,0.15355714285714284,0.06366502463054187
0.018050837438423648,0.04685339901477833,0.02457733990147783,0.09731221674876848,0.3122914285714286,0.3744649261083744,0.39758000000000004,0.4119135960591133,0.15393290640394086,0.062402463054187195
0.007935502958579881,0.02035493096646943,0.00968560157790927,0.05929812623274162,0.21031893491124265,0.2583255424063116,0.1979351084812623,0.2788623274161736,0.10611982248520713,0.043204043392504936
0.015656354679802958,0.04314679802955665,0.021080394088669952,0.09227073891625616,0.3027391133004926,0.3605983251231527,0.3830724137931034,0.3997677832512315,0.15157221674876847,0.06331300492610838
0.01599822660098522,0.04316532019704434,0.024527093596059115,0.09422344827586206,0.3034445320197044,0.3651263054187192,0.38017773399014776,0.39935605911330047,0.15399073891625617,0.06401142857142858
0.03915660749506903,0.040735798816568046,0.025017455621301775,0.06391903353057199,0.1968162721893491,0.2412544378698225,0.2107164694280079,0.26264536489151874,0.09583362919132152,0.040612130177514805
0.041030837438423645,0.05523073891625617,0.033593300492610834,0.08772266009852217,0.263755960591133,0.32409211822660094,0.3617353694581282,0.3600697536945813,0.1484951724137931,0.06402305418719212
0.045290049261083744,0.057571625615763546,0.03555536945812808,0.0905566502463054,0.2696257142857143,0.33253172413793103,0.3646889655172414,0.3687298522167488,0.1477975369458128,0.06419822660098522
0.006993392504930966,0.0161905325443787,0.00848767258382643,0.045950493096646956,0.16586025641025642,0.2020996055226825,0.15460108481262327,0.21670246548323463,0.08917366863905327,0.03730739644970414
0.017334975369458123,0.04324778325123153,0.02202463054187192,0.08362226600985223,0.26565881773399014,0.3175743842364531,0.355892118226601,0.3486576354679803,0.13593704433497536,0.057476453201970444
0.01481261083743842,0.03961330049261083,0.023112610837438423,0.0822360591133005,0.26205477832512314,0.3146475862068966,0.34262266009852216,0.34885773399014774,0.1381335960591133,0.057468571428571445
0.006993392504930966,0.0161905325443787,0.00848767258382643,0.045950493096646956,0.16586025641025642,0.2020996055226825,0.15460108481262327,0.21670246548323463,0.08917366863905327,0.03730739644970414
0.017334975369458123,0.04324778325123153,0.02202463054187192,0.08362226600985223,0.26565881773399014,0.3175743842364531,0.355892118226601,0.3486576354679803,0.13593704433497536,0.057476453201970444
